"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"DPSS-1139","https://onemain.atlassian.net/browse/DPSS-1139","DPSS1-220","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-220","Story","[API] implement createBauInternalDocumentFileUpload mutation in bau-graph","DPSS-97","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1041","https://onemain.atlassian.net/browse/DPSS-1041","DPSS1-230","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-230","Spike","[API] Unleash - get approval from the OMF Risk Group","DPSS-97","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1811","https://onemain.atlassian.net/browse/DPSS-1811","DPSS1-257","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-257","Story","[GEN] Catalyst data dictionary integration","DPSS-1796","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-2048","https://onemain.atlassian.net/browse/DPSS-2048","DPSS1-261","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-261","Story","[API] SmokeTest on INT/QA1 for DSA","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-2059","https://onemain.atlassian.net/browse/DPSS-2059","DPSS1-262","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-262","Story","ELF QA1 testing - 1B","DPSS-1747","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1835","https://onemain.atlassian.net/browse/DPSS-1835","DPSS1-268","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-268","Story","DSS/BAU Graph ICETRN/training env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1834","https://onemain.atlassian.net/browse/DPSS-1834","DPSS1-269","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-269","Story","DSS/BAU Graph ICEQA01/qa03 env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1833","https://onemain.atlassian.net/browse/DPSS-1833","DPSS1-270","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-270","Story","DSS/BAU Graph ICEQA01/qa01 env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1461","https://onemain.atlassian.net/browse/DPSS-1461","DPSS1-343","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-343","Story","[API] Establish auditing for credential rotation and retrieval ","DPSS-97","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1460","https://onemain.atlassian.net/browse/DPSS-1460","DPSS1-344","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-344","Story","[API] Establish auditing for feature flag changes in Unleash","DPSS-97","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1896","https://onemain.atlassian.net/browse/DPSS-1896","DPSS1-365","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-365","Story","Support to triage any issues on INT01","DPSS-1747","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1852","https://onemain.atlassian.net/browse/DPSS-1852","DPSS1-376","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-376","Story","IDDR ICETST02/develop2 env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1851","https://onemain.atlassian.net/browse/DPSS-1851","DPSS1-377","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-377","Story","IDDR ICETST01/develop1 env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1849","https://onemain.atlassian.net/browse/DPSS-1849","DPSS1-378","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-378","Story","DSS/BAU Graph ICETST02/develop2 env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1848","https://onemain.atlassian.net/browse/DPSS-1848","DPSS1-379","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-379","Story","DSS/BAU Graph ICETST01/develop1 env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1846","https://onemain.atlassian.net/browse/DPSS-1846","DPSS1-380","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-380","Story","ELF ICETRN/training env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1845","https://onemain.atlassian.net/browse/DPSS-1845","DPSS1-381","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-381","Story","IDDR ICETRN/training env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1842","https://onemain.atlassian.net/browse/DPSS-1842","DPSS1-382","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-382","Story","IDDR ICEQA01/qa01 env readiness","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1993","https://onemain.atlassian.net/browse/DPSS-1993","DPSS1-389","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-389","Story","[Proxy] Split the secrets by microservice","DPSS-1747","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DPSS-1919","https://onemain.atlassian.net/browse/DPSS-1919","DPSS1-403","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DPSS1-403","Story","[API] Verify the DSS Graph API users Guide","DPSS-1824","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
