"SourceKey","TargetKey","LinkType","Direction","LinkedSourceKey","Error","ErrorDetails","SourceURL","TargetURL"
"SRE-3073","SRE1-67","Sub Task","outward","SRE-3152","Response status code does not indicate success: 404 (Not Found).","Not Found - Resource doesn't exist","https://onemain.atlassian.net/browse/SRE-3073","https://onemainfinancial-migrationsandbox.atlassian.net/browse/SRE1-67"
"SRE-3152","SRE1-124","Sub Task","inward","SRE-3073","Response status code does not indicate success: 404 (Not Found).","Not Found - Resource doesn't exist","https://onemain.atlassian.net/browse/SRE-3152","https://onemainfinancial-migrationsandbox.atlassian.net/browse/SRE1-124"
"SRE-3230","SRE1-136","Regressions","outward","SRE-3257","Response status code does not indicate success: 404 (Not Found).","Not Found - Resource doesn't exist","https://onemain.atlassian.net/browse/SRE-3230","https://onemainfinancial-migrationsandbox.atlassian.net/browse/SRE1-136"
"SRE-3257","SRE1-142","Regressions","inward","SRE-3230","Response status code does not indicate success: 404 (Not Found).","Not Found - Resource doesn't exist","https://onemain.atlassian.net/browse/SRE-3257","https://onemainfinancial-migrationsandbox.atlassian.net/browse/SRE1-142"
