"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"ENGOPS-182","https://onemain.atlassian.net/browse/ENGOPS-182","ENGOPS1-823","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ENGOPS1-823","Epic","Identify, Validate, and Create Core workflows in Spira","ENGOPS-235","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ENGOPS-177","https://onemain.atlassian.net/browse/ENGOPS-177","ENGOPS1-825","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ENGOPS1-825","Epic","Servicing-SpiraTeam enablement","ENGOPS-156","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ENGOPS-164","https://onemain.atlassian.net/browse/ENGOPS-164","ENGOPS1-826","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ENGOPS1-826","Epic","Originations-SpiraTeam enablement ","ENGOPS-156","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ENGOPS-263","https://onemain.atlassian.net/browse/ENGOPS-263","ENGOPS1-828","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ENGOPS1-828","Epic","Automate core workflows","ENGOPS-235","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
