"FieldId","FieldName","FieldType","UsageCount","MigrationPriority","IsSearchable","ClauseNames"
"customfield_10019","Rank","Error","-1","UNKNOWN","False","Error"
"customfield_10370","Potential Workaround","Error","-1","UNKNOWN","False","Error"
"customfield_10250","Contact Information","Error","-1","UNKNOWN","False","Error"
"customfield_10259","Freeze Approval Received","Error","-1","UNKNOWN","False","Error"
"customfield_10139","Jira Issue Key","Error","-1","UNKNOWN","False","Error"
"customfield_10018","Parent Link","Error","-1","UNKNOWN","False","Error"
"customfield_10356","Implementation Plan","Error","-1","UNKNOWN","False","Error"
"customfield_10114","List of Available Discos","Error","-1","UNKNOWN","False","Error"
"customfield_10346","Submitted forms","Error","-1","UNKNOWN","False","Error"
"customfield_10476","Regulatory/Compliance/Legal (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10355","Justification","Error","-1","UNKNOWN","False","Error"
"customfield_11686","Planned Start Date (migrated) (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10226","Health Status","Error","-1","UNKNOWN","False","Error"
"customfield_10105","QA Engineer","Error","-1","UNKNOWN","False","Error"
"customfield_10347","Locked forms","Error","-1","UNKNOWN","False","Error"
"customfield_11799","Effort","Error","-1","UNKNOWN","False","Error"
"customfield_10225","R&D Tax Credits","Error","-1","UNKNOWN","False","Error"
"customfield_10104","Developer","Error","-1","UNKNOWN","False","Error"
"customfield_10113","Disco Requirements","Error","-1","UNKNOWN","False","Error"
"customfield_10351","Category","Error","-1","UNKNOWN","False","Error"
"customfield_11561","Service (migrated) (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10231","VP Freeze Approver","Error","-1","UNKNOWN","False","Error"
"customfield_10704","Planned Start Date (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10350","Change Number","Error","-1","UNKNOWN","False","Error"
"customfield_10230","Freeze End Date","Error","-1","UNKNOWN","False","Error"
"customfield_10233","Bitbucket Repo Task Branch","Error","-1","UNKNOWN","False","Error"
"customfield_10354","Assignment Group","Error","-1","UNKNOWN","False","Error"
"customfield_10234","Alert!!!","Error","-1","UNKNOWN","False","Error"
"customfield_10352","Service","Error","-1","UNKNOWN","False","Error"
"customfield_10232","Deployment Date","Error","-1","UNKNOWN","False","Error"
"customfield_10353","Configuration Item","Error","-1","UNKNOWN","False","Error"
"customfield_11798","Value","Error","-1","UNKNOWN","False","Error"
"customfield_10342","Information","Error","-1","UNKNOWN","False","Error"
"customfield_11795","Project start","Error","-1","UNKNOWN","False","Error"
"customfield_10221","IT Manager","Error","-1","UNKNOWN","False","Error"
"customfield_10341","Health Status Comments","Error","-1","UNKNOWN","False","Error"
"customfield_11792","Customer segments","Error","-1","UNKNOWN","False","Error"
"customfield_10100","Lane","Error","-1","UNKNOWN","False","Error"
"customfield_10343","Engineering Lead","Error","-1","UNKNOWN","False","Error"
"customfield_10102","External Issue ID","Error","-1","UNKNOWN","False","Error"
"customfield_10344","Late Add Date Difference","Error","-1","UNKNOWN","False","Error"
"customfield_10222","System Manager","Error","-1","UNKNOWN","False","Error"
"customfield_11794","SARB Approved","Error","-1","UNKNOWN","False","Error"
"customfield_10101","Scrum Team","Error","-1","UNKNOWN","False","Error"
"customfield_10220","Regulatory/Compliance/Legal","Error","-1","UNKNOWN","False","Error"
"customfield_10108","Begin Date","Error","-1","UNKNOWN","False","Error"
"customfield_10229","Freeze Start Date","Error","-1","UNKNOWN","False","Error"
"customfield_10109","End Date","Error","-1","UNKNOWN","False","Error"
"customfield_10227","Promotion Date","Error","-1","UNKNOWN","False","Error"
"customfield_10348","Total forms","Error","-1","UNKNOWN","False","Error"
"customfield_10228","Jira_Issue_Key","Error","-1","UNKNOWN","False","Error"
"customfield_11793","Spec ready","Error","-1","UNKNOWN","False","Error"
"customfield_10582","Treasury Approver 1","Error","-1","UNKNOWN","False","Error"
"customfield_10583","Modeling Accounting Preparer","Error","-1","UNKNOWN","False","Error"
"customfield_11791","Impact score","Error","-1","UNKNOWN","False","Error"
"customfield_11790","Dependent Teams","Error","-1","UNKNOWN","False","Error"
"customfield_10340","Rollback Version","Error","-1","UNKNOWN","False","Error"
"customfield_10732","Additional Pricing Required (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11941","Atlassian project status","Error","-1","UNKNOWN","False","Error"
"customfield_10733","Collateral Preparer (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10741","Count (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10731","Charge Off Amount (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11942","Insights","Error","-1","UNKNOWN","False","Error"
"customfield_10734","Treasury Approver 2 (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10735","Recovery (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11946","Delivery status","Error","-1","UNKNOWN","False","Error"
"customfield_11944","Linked items","Error","-1","UNKNOWN","False","Error"
"customfield_10612","Category (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11943","Comments","Error","-1","UNKNOWN","False","Error"
"customfield_10740","Modeling Accounting Preparer (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10742","ICON Approver (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10743","Modeling Accounting Approver (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10744","Account Manual Fields (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10750","Risk Approver (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11841","Impact","Error","-1","UNKNOWN","False","Error"
"customfield_10752","Risk Approver2 (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10748","Risk Preparer (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11837","EA4J Auto Approver Custom Field","Error","-1","UNKNOWN","False","Error"
"customfield_10749","Treasury Preparer (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10745","Loan Accounting Analyst (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10746","Treasury Notes (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10747","Risk Manual Fields (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10736","Collateral Approver (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11801","Confidence","Error","-1","UNKNOWN","False","Error"
"customfield_11800","Idea short description","Error","-1","UNKNOWN","False","Error"
"customfield_11803","Product Lane","Error","-1","UNKNOWN","False","Error"
"customfield_11939","Idea archived on","Error","-1","UNKNOWN","False","Error"
"customfield_10729","Notes (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11938","Idea archived by","Error","-1","UNKNOWN","False","Error"
"customfield_10718","Treasury Approver 2","Error","-1","UNKNOWN","False","Error"
"customfield_11808","Goals","Error","-1","UNKNOWN","False","Error"
"customfield_10946","Service (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11802","Documents","Error","-1","UNKNOWN","False","Error"
"customfield_10716","End User Coordination Effort (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11807","Sentiment","Error","-1","UNKNOWN","False","Error"
"customfield_10728","Risk Approver Required (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10738","UPB (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10739","ICON Preparer (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11940","Atlassian project","Error","-1","UNKNOWN","False","Error"
"customfield_11945","Delivery progress","Error","-1","UNKNOWN","False","Error"
"customfield_10737","Risk Notes (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10979","Category (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10605","Workfront Automation Required (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11937","Idea archived","Error","-1","UNKNOWN","False","Error"
"customfield_10727","ACH/Wire Transaction # (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10730","Treasury Approver 1 (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10725","Reviewers: Sprint/Role/Generic","Error","-1","UNKNOWN","False","Error"
"customfield_10726","Approvers: Sprint/Role/Generic","Error","-1","UNKNOWN","False","Error"
"customfield_11763","Project overview status","Error","-1","UNKNOWN","False","Error"
"customfield_10302","Project Requirement Review Date","Error","-1","UNKNOWN","False","Error"
"customfield_11512","Impact (migrated) (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11764","Sum StoryPoints ","Error","-1","UNKNOWN","False","Error"
"customfield_10553","ICON Preparer","Error","-1","UNKNOWN","False","Error"
"customfield_10312","Documented Test Plan","Error","-1","UNKNOWN","False","Error"
"customfield_10306","Table Change","Error","-1","UNKNOWN","False","Error"
"customfield_10307","Table Alter","Error","-1","UNKNOWN","False","Error"
"customfield_10308","Large Table Change","Error","-1","UNKNOWN","False","Error"
"customfield_10303","Business/QA Review Date","Error","-1","UNKNOWN","False","Error"
"customfield_10304","Backout Plan","Error","-1","UNKNOWN","False","Error"
"customfield_10305","Scheduler Change","Error","-1","UNKNOWN","False","Error"
"customfield_10311","UAT Test Status","Error","-1","UNKNOWN","False","Error"
"customfield_10315","Lane Name","Error","-1","UNKNOWN","False","Error"
"customfield_10316","Team Name","Error","-1","UNKNOWN","False","Error"
"customfield_10317","Customer Facing?","Error","-1","UNKNOWN","False","Error"
"customfield_10565","Security Code Review (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10313","Emergency Deployment Approver","Error","-1","UNKNOWN","False","Error"
"customfield_10314","Emergency Deployment Approval Date","Error","-1","UNKNOWN","False","Error"
"customfield_10310","Functional Test Status","Error","-1","UNKNOWN","False","Error"
"customfield_11761","Design","Error","-1","UNKNOWN","False","Error"
"customfield_10432","Start Date (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10318","Pilot","Error","-1","UNKNOWN","False","Error"
"customfield_10319","Operations Owner","Error","-1","UNKNOWN","False","Error"
"customfield_11762","Project overview key","Error","-1","UNKNOWN","False","Error"
"customfield_10309","Name of table","Error","-1","UNKNOWN","False","Error"
"customfield_10646","Implementation Plan (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11858","Project target","Error","-1","UNKNOWN","False","Error"
"customfield_10769","Begin Date (migrated 2)","Error","-1","UNKNOWN","False","Error"
"customfield_11856","Designs ready","Error","-1","UNKNOWN","False","Error"
"customfield_10766","Design & Accessibility Review Required","Error","-1","UNKNOWN","False","Error"
"customfield_11855","Spec ready","Error","-1","UNKNOWN","False","Error"
"customfield_10529","Impact (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11859","Category","Error","-1","UNKNOWN","False","Error"
"customfield_10760","Environment Type","Error","-1","UNKNOWN","False","Error"
"customfield_11857","Project start","Error","-1","UNKNOWN","False","Error"
"customfield_10648","Additional Pricing Required","Error","-1","UNKNOWN","False","Error"
"customfield_10649","ICON Approver","Error","-1","UNKNOWN","False","Error"
"customfield_10765","UAT Testing Status","Error","-1","UNKNOWN","False","Error"
"customfield_11743","Resolution (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11628","Implementation Plan (migrated) (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10419","Health Status Comment","Error","-1","UNKNOWN","False","Error"
"customfield_10301","Support Ticket","Error","-1","UNKNOWN","False","Error"
"customfield_11865","Product Area","Error","-1","UNKNOWN","False","Error"
"customfield_11864","Documents","Error","-1","UNKNOWN","False","Error"
"customfield_11863","Confidence","Error","-1","UNKNOWN","False","Error"
"customfield_11862","Idea short description","Error","-1","UNKNOWN","False","Error"
"customfield_11854","Customer segments","Error","-1","UNKNOWN","False","Error"
"customfield_11861","Effort","Error","-1","UNKNOWN","False","Error"
"customfield_11860","Value","Error","-1","UNKNOWN","False","Error"
"customfield_10652","Publication Description","Error","-1","UNKNOWN","False","Error"
"customfield_10330","Resource Platform","Error","-1","UNKNOWN","False","Error"
"customfield_10210","Deployment Approver","Error","-1","UNKNOWN","False","Error"
"customfield_10694","Severity","Error","-1","UNKNOWN","False","Error"
"customfield_10217","Size","Error","-1","UNKNOWN","False","Error"
"customfield_10218","SDD Required","Error","-1","UNKNOWN","False","Error"
"customfield_10219","Lane - Capabilities","Error","-1","UNKNOWN","False","Error"
"customfield_11786","RoadMap","Error","-1","UNKNOWN","False","Error"
"customfield_10213","Reported during","Error","-1","UNKNOWN","False","Error"
"customfield_11785","Goal","Error","-1","UNKNOWN","False","Error"
"customfield_10211","Deployment Approval Date","Error","-1","UNKNOWN","False","Error"
"customfield_10212","Environment Deployed","Error","-1","UNKNOWN","False","Error"
"customfield_11665","Configuration Item ID (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11668","Risk Approver Required (migrated 2) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10224","PMD Categorization","Error","-1","UNKNOWN","False","Error"
"customfield_10103","External Issue URL","Error","-1","UNKNOWN","False","Error"
"customfield_10466","End Date (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10223","Program Priority","Error","-1","UNKNOWN","False","Error"
"customfield_11797","Category","Error","-1","UNKNOWN","False","Error"
"customfield_11796","Project target","Error","-1","UNKNOWN","False","Error"
"customfield_10458","Collateral Approver","Error","-1","UNKNOWN","False","Error"
"customfield_10216","Requesting Department","Error","-1","UNKNOWN","False","Error"
"customfield_11548","Security Code Review (migrated) (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10345","Open forms","Error","-1","UNKNOWN","False","Error"
