"Source Issue","Source URL","Target Issue","Target URL","Link Type","Direction","Linked To (Not Migrated)","Linked To URL","Reason","Action Required"
"BAS-191","https://onemain.atlassian.net/browse/BAS-191","BAS1-7","https://onemainfinancial-migrationsandbox.atlassian.net/browse/BAS1-7","Blocks","outward","BAS-42","https://onemain.atlassian.net/browse/BAS-42","Already exists (idempotency)","Manually create link when linked issue is migrated, or link to source instance"
"BAS-448","https://onemain.atlassian.net/browse/BAS-448","BAS1-3","https://onemainfinancial-migrationsandbox.atlassian.net/browse/BAS1-3","Cloners","outward","BAS-284","https://onemain.atlassian.net/browse/BAS-284","Already exists (idempotency)","Manually create link when linked issue is migrated, or link to source instance"
