"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"CARC-400","https://onemain.atlassian.net/browse/CARC-400","CARC1-10","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARC1-10","Epic","CDE - Design and Build On Prem","CARC-399","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARC-1075","https://onemain.atlassian.net/browse/CARC-1075","CARC1-68","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARC1-68","Story","SARB - Onboard Trello Premium","CARC-298","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARC-980","https://onemain.atlassian.net/browse/CARC-980","CARC1-69","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARC1-69","Task","Gen AI for Zenarate - security architecture review","CARC-298","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARC-844","https://onemain.atlassian.net/browse/CARC-844","CARC1-72","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARC1-72","Task"," Integrate Mapping and Validation of ESA Capability to NIST CSF","CARC-762","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
