"Id","Self","Type","InwardIssue","OutwardIssue","GeneratedAt"
"304254","https://onemain.atlassian.net/rest/api/3/issueLink/304254","Test (is tested by / tests)","QUAL-15399: 2024.07/ORL-8004/Update Direct Pay to AutoPay for Accounts & Account-Options_UAT","ORL-8004: Update Direct Pay to AutoPay for Accounts & Account-Options","2025-09-24 15:41:07"
