"expand","self","id","key","name","avatarUrls","projectCategory","projectTypeKey","simplified","style","isPrivate","properties"
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10239","10239","COPS","CTECH - Cybersecurity Operations","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10316","10316","CAPS","CTECH- Cybersecurity Appsec","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10317","10317","CACS","CTECH- Cybersecurity Cloudsec","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10379","10379","MCCE","Customer Comms Engineering","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10013; id=10013; name=Communications; description=Engineering - Communications Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10280","10280","CUSTIAM","Customer Identity and Access Management","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10033; id=10033; name=Software Platforms; description=Engineering - Software Platforms Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10360","10360","CJI","Customer Journey Intelligence","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10013; id=10013; name=Communications; description=Engineering - Communications Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10377","10377","CIA","Customers Identity and Access Management","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10033; id=10033; name=Software Platforms; description=Engineering - Software Platforms Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10941","10941","CWG","CWGMonitoring","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10041; id=10041; name=Risk Analytics; description=}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10809","10809","CDAD","Cyber Detection and Alerting Data Lake","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10116","10116","CYB","Cyber Engineering","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","True","next-gen","True",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10356","10356","CITM","Cyber Issue & Triage Management","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10235","10235","CRAC","Cyber Risk and Controls","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10164","10164","CSE","Cyber Security Engineering","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10236","10236","CTP","Cybersecurity & Technology Programs","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10240","10240","CSBO","Cybersecurity Strategy & Business Operations","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10395","10395","CTEM","CyberSecurity Threat and Exposure Management","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10149","10149","DBA","Data Platform - DBA","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10015; id=10015; name=Data Factory; description=Engineering - Data Factory Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10391","10391","DP","Data Protection","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10241","10241","DPG","Data Protection and Governance","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10189","10189","DAWA","Data Warehouse","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10015; id=10015; name=Data Factory; description=Engineering - Data Factory Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10190","10190","DARC","Database Architecture","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10074; id=10074; name=Core Systems; description=Core Systems Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10142","10142","DDA","DBE Data Analytics","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10260","10260","DSYS","DBE Design System","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10143","10143","DIS","DBE Infrastructure Support","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","True","next-gen","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10148","10148","DBP","DBE Platform","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10103","10103","DBE","DBE Team","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10402","10402","DPB","Demo Prioritization Backlog","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10405","10405","DS","Design System","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10363","10363","DE","DevOps Engineering","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10397","10397","DEP","DevOps Engineering Platform","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10376","10376","DEPI","DevOps Platform Intake","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10623; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10623?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10623?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10623?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","product_discovery","True","next-gen","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10446","10446","DPR","DevOps Platform Roadmap","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10039; id=10039; name=Platform Infrastructure and Engineering; description=}","product_discovery","True","next-gen","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/11141","11141","DOT","Digital Organization Training","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10281","10281","DR","Disaster Recovery","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10389","10389","DLP","DLP","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10014; id=10014; name=Cyber Technology; description=TO&E - Cyber Technology}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10353","10353","DPSS","Document Platform Shared Service","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10033; id=10033; name=Software Platforms; description=Engineering - Software Platforms Lane}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10172","10172","EI","Elastic Infrastructure","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10178","10178","EMT","Emerging Tech","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10038; id=10038; name=ARCHIVED; description=Project category to identify ARCHIVED projects eliminating dependencies on unused categories and supporting data segmentation of archived projects in API responses}","software","False","classic","False",""
"description,lead,issueTypes,url,projectKeys,permissions,insight","https://onemain.atlassian.net/rest/api/3/project/10371","10371","ENGOPS","Engineering Operations","@{48x48=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425; 24x24=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=small; 16x16=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=xsmall; 32x32=https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425?size=medium}","@{self=https://onemain.atlassian.net/rest/api/3/projectCategory/10034; id=10034; name=Productivity Engineering; description=Engineering - Productivity Engineering Lane}","software","False","classic","False",""
