"Id","Name","Description","DefaultWorkflow","IssueTypeMappingsCount","Self","GeneratedAt"
"10165","AJM: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project AJM","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10165","2025-09-24 15:58:20"
"10166","WI: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Workflow for project Web Infrastructure","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10166","2025-09-24 15:58:20"
"10167","ERD: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Workflow for Enterprise Release Distribution","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10167","2025-09-24 15:58:20"
"10168","SA: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Workflow for Project Security and Audit","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10168","2025-09-24 15:58:20"
"10169","WA: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Workflow for Project Web Administration","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10169","2025-09-24 15:58:20"
"10171","Workflow scheme for Project Information Security","Workflow scheme for Project Information Security","Workflow for Project Information Security","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10171","2025-09-24 15:58:20"
"10173","DXRT: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","DBE UX Research Infrastructure Workflow","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10173","2025-09-24 15:58:20"
"10174","ESDL: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project ESDL","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10174","2025-09-24 15:58:20"
"10176","Cloud Infrastructure (CI) Workflows","Basic Workflow with Planning statuses and Development Statuses without Code Review.","Epic Workflow","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10176","2025-09-24 15:58:20"
"10177","Site Reliability Engineering (SRE) Workflows","Basic Workflow with Planning statuses and Development Statuses without Code Review.","SRE Epic Workflow","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10177","2025-09-24 15:58:20"
"10178","SRE: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project SRE","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10178","2025-09-24 15:58:20"
"10179","EI: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Workflow for Project EI","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10179","2025-09-24 15:58:20"
"10180","PRICE: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project PRICE","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10180","2025-09-24 15:58:20"
"10181","Pricing Offers Credit Policy Workflow Scheme","","Pricing Task Workflow","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10181","2025-09-24 15:58:20"
"10182","LTO: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project LTO","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10182","2025-09-24 15:58:20"
"10183","LTO: Software Simplified Workflow Scheme (1)","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project LTO (1)","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10183","2025-09-24 15:58:20"
"10184","POS: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project POS","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10184","2025-09-24 15:58:20"
"10185","POS: Software Simplified Workflow Scheme (1)","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project POS (1)","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10185","2025-09-24 15:58:20"
"10186","EMT: Software Simplified Workflow Scheme","Generated by JIRA Software version 1001.0.0-SNAPSHOT. This workflow scheme is managed internally by Jira Software. Do not manually modify this workflow scheme.","Software Simplified Workflow for Project EMT","0","https://onemain.atlassian.net/rest/api/3/workflowscheme/10186","2025-09-24 15:58:20"
