"self","description","iconUrl","name","untranslatedName","id","statusCategory"
"https://onemain.atlassian.net/rest/api/3/status/10230","This status is managed internally by Jira Software","https://onemain.atlassian.net/","Pretesting","Pretesting","10230","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10257","(Migrated on 29 Nov 2022 21:37 UTC) (Migrated on 1 Mar 2023 04:07 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","In Treasury (MSR) Risk Approver","In Treasury (MSR) Risk Approver","10257","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10246","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Pricing Approver 2","Pricing Approver 2","10246","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10258","(Migrated on 29 Nov 2022 21:37 UTC) (Migrated on 1 Mar 2023 04:07 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","In Collateral Approver","In Collateral Approver","10258","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10231","","https://onemain.atlassian.net/","In Review","In Review","10231","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10259","(Migrated on 29 Nov 2022 21:37 UTC) (Migrated on 1 Mar 2023 04:07 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","In Treasury Preparer","In Treasury Preparer","10259","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10247","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Finalize Sale/Receipt of Funds","Finalize Sale/Receipt of Funds","10247","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10233","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Product Review","Product Review","10233","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10248","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Create Package/MSR","Create Package/MSR","10248","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10249","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Create Sale Package","Create Sale Package","10249","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10250","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Create Remit Package","Create Remit Package","10250","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10232","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Alt Testing","Alt Testing","10232","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10236","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Alt Regression Testing","Alt Regression Testing","10236","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10237","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Integrated Systems Testing","Integrated Systems Testing","10237","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10267","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Acceptance","Acceptance","10267","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10282","","https://onemain.atlassian.net/","Done","Done","10282","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/3; id=3; key=done; colorName=green; name=Done}"
"https://onemain.atlassian.net/rest/api/3/status/10284","","https://onemain.atlassian.net/","New Idea","New Idea","10284","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/2; id=2; key=new; colorName=blue-gray; name=To Do}"
"https://onemain.atlassian.net/rest/api/3/status/10285","","https://onemain.atlassian.net/","In Definition","In Definition","10285","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10286","","https://onemain.atlassian.net/","Ready for Backlog","Ready for Backlog","10286","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10287","","https://onemain.atlassian.net/","Under Review","Under Review","10287","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10288","","https://onemain.atlassian.net/images/icons/statuses/generic.png","clearresolution","clearresolution","10288","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10296","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Achieved","Achieved","10296","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/3; id=3; key=done; colorName=green; name=Done}"
"https://onemain.atlassian.net/rest/api/3/status/10297","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Not Met","Not Met","10297","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/3; id=3; key=done; colorName=green; name=Done}"
"https://onemain.atlassian.net/rest/api/3/status/10298","","https://onemain.atlassian.net/","Done","Done","10298","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/3; id=3; key=done; colorName=green; name=Done}"
"https://onemain.atlassian.net/rest/api/3/status/10299","","https://onemain.atlassian.net/","Discovery","Discovery","10299","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10300","","https://onemain.atlassian.net/","Parking lot","Parking lot","10300","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/2; id=2; key=new; colorName=blue-gray; name=To Do}"
"https://onemain.atlassian.net/rest/api/3/status/10301","","https://onemain.atlassian.net/","Ready for delivery","Ready for delivery","10301","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10302","","https://onemain.atlassian.net/","Delivery","Delivery","10302","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10303","","https://onemain.atlassian.net/","Impact","Impact","10303","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10430","(Migrated on 14 Jul 2025 19:58 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Untitled section","Untitled section","10430","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/2; id=2; key=new; colorName=blue-gray; name=To Do}"
