"self","description","iconUrl","name","untranslatedName","id","statusCategory"
"https://onemain.atlassian.net/rest/api/3/status/10220","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Approved for Implementation","Approved for Implementation","10220","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10243","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Pool Selection/Pricing Review","Pool Selection/Pricing Review","10243","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10222","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Implementation Approval","Implementation Approval","10222","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10223","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Freeze Approval","Freeze Approval","10223","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10253","(Migrated on 29 Nov 2022 21:37 UTC) (Migrated on 1 Mar 2023 04:07 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Accounting Approver","Accounting Approver","10253","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10224","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Implementing","Implementing","10224","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10225","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Review","Review","10225","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10244","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Pool Selection Approval","Pool Selection Approval","10244","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10226","","https://onemain.atlassian.net/","Suggestion","Suggestion","10226","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/2; id=2; key=new; colorName=blue-gray; name=To Do}"
"https://onemain.atlassian.net/rest/api/3/status/10254","(Migrated on 29 Nov 2022 21:37 UTC) (Migrated on 1 Mar 2023 04:07 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Accounting Preparer","Accounting Preparer","10254","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10227","","https://onemain.atlassian.net/","Assigned","Assigned","10227","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10228","","https://onemain.atlassian.net/","Completed","Completed","10228","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/3; id=3; key=done; colorName=green; name=Done}"
"https://onemain.atlassian.net/rest/api/3/status/10229","","https://onemain.atlassian.net/images/icons/statuses/generic.png","Not Started","Not Started","10229","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/2; id=2; key=new; colorName=blue-gray; name=To Do}"
"https://onemain.atlassian.net/rest/api/3/status/10255","(Migrated on 29 Nov 2022 21:37 UTC) (Migrated on 1 Mar 2023 04:07 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","ICON Preparer","ICON Preparer","10255","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10245","(Migrated on 29 Nov 2022 21:16 UTC) (Migrated on 1 Mar 2023 00:26 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","Pricing Approver 1","Pricing Approver 1","10245","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
"https://onemain.atlassian.net/rest/api/3/status/10256","(Migrated on 29 Nov 2022 21:37 UTC) (Migrated on 1 Mar 2023 04:07 UTC)","https://onemain.atlassian.net/images/icons/statuses/generic.png","In Treasury Risk Approver","In Treasury Risk Approver","10256","@{self=https://onemain.atlassian.net/rest/api/3/statuscategory/4; id=4; key=indeterminate; colorName=yellow; name=In Progress}"
