"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"ICS-575","https://onemain.atlassian.net/browse/ICS-575","ICS1-17","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ICS1-17","Task","Review Power Infrastructure Software Inventory ","ICS-333","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ICS-576","https://onemain.atlassian.net/browse/ICS-576","ICS1-18","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ICS1-18","Task","IBMi Server Cleanup Maintenance ","ICS-333","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ICS-552","https://onemain.atlassian.net/browse/ICS-552",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","IBMi Server Cleanup Maintenance ","ICS-333","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
