"IssueKey","PriorityId","PriorityName","PriorityDescription","StatusColor","IconUrl","IsDefault","GeneratedAt"
"ORL-8004","3","Medium","","","https://onemain.atlassian.net/images/icons/priorities/medium_new.svg","false","2025-09-23T22:23:01.869Z"
