"Id","Name","Self","View","Owner","Popularity","GeneratedAt"
"11058","(DRAFT) Dashboard - Cybersecurity Enterprise Secure Architecture (ESA) ","https://onemain.atlassian.net/rest/api/3/dashboard/11058","/jira/dashboards/11058","Yogesh Rao","2","2025-10-08 05:02:45"
