"IssueTypeId","PropertyKey","Self","GeneratedAt"
"10000","create-zephyr-test","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10000/properties/create-zephyr-test","2025-09-20 18:18:05"
