"ProjectId","ProjectKey","ProjectName","ProjectTypeKey","ProjectCategory","Description","Lead","LeadEmail","AssigneeType","AvatarUrls","ProjectKeys","Simplified","Style","IsPrivate","Properties","EntityId","UUID"
"10403","JOP","Jira OKR Pilot Project","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"11172","JPM","JIRA Project Management","software","","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10175","LTO","Lanes and Teams Operations","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
"10908","LAS","LAS","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}","318457f6-0b38-426f-9c1a-268189436a4d","318457f6-0b38-426f-9c1a-268189436a4d"
"10545","LNL","Lunch and Learn","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10411","ME","Marketing Execution","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10006","DES","Mobile Design","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","True","next-gen","False","{}","e23df792-17cf-4ff2-8eee-952d128989ba","e23df792-17cf-4ff2-8eee-952d128989ba"
"10004","MQA","Mobile QA","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10115","MJG","Modus Jira Governance","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10336","MOD","Modus Jira Product Management","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10105","MOI","Modus Operational Improvements","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
"10399","DOC","Next Generation Document Management System","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10182","NON","Non Project Time","software","OTHER NON-ENG","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10875","OBSRV","Observability","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}","dd7719aa-e26c-411a-9a31-219c3070dc18","dd7719aa-e26c-411a-9a31-219c3070dc18"
"11139","OBE","Observability Engineering","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}","2e0f1c7e-dc24-4265-9e5c-89b87160a2c4","2e0f1c7e-dc24-4265-9e5c-89b87160a2c4"
"10134","OKT","Okta Customer IAM","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10418","","False","classic","False","{}",,
"10383","SIGN","OMFSign","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10413","ONE","OneApp","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10124","ODTEST","OneMain Design TEST","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","True","next-gen","False","{}","6a0837e1-5b07-4daf-b42c-c93b19fb9f2f","6a0837e1-5b07-4daf-b42c-c93b19fb9f2f"
"10147","OSD","Open Systems Development","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10613","","False","classic","False","{}",,
"10273","OSL","Open Systems Infrastructure Leadership","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10243","COCR","Operational & Cybersecurity Resilience","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10418","","False","classic","False","{}",,
"10162","OE","Operational Excellence","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"10776","OPSAN","Operations - Ops Analytics","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424","","False","classic","False","{}",,
"10150","OR","Organizational Resilience","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10421","","False","classic","False","{}",,
"10183","ORC","ORI - Closing","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10250","NBA","ORI - Next Best Action","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10248","OREN","ORI - Originations Enhancements","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10274","ORI","ORI - Originations Lane","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10245","ORS","ORI - Sales","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10271","STRAT","ORI - TechStrategy","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10119","ORIG","ORI - Verification","software","Originations (Legacy)","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10292","ORL","Originations","software","Originations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10351","ORLP","Originations Lane Pilot","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424","","False","classic","False","{}",,
"10227","OT","Other","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10312","NRE","PAN - Network Reliability Engineering","software","Platform Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10311","PAN","PAN - Platform Analytics","software","Platform Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10171","SRE","PAN - Site Reliability Engineering & Network Reliability Engineering","software","Platform Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10421","","False","classic","False","{}",,
"10355","PLOS","Personal Loan Origination System","software","Originations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"10546","PLAT","Personal Loans Application Treatment","software","Originations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10238","CENG","PIE - Cybersecurity Engineering","software","Platform Infrastructure and Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10135","DCI","PIE - Enterprise Engineering Infrastructure","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10607","","False","classic","False","{}",,
"10300","TOCA","PIE - Enterprise Engineering Orchestration","software","Platform Infrastructure and Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10617","","False","classic","False","{}",,
"10146","MES","PIE - Microsoft 365 Engineering","software","Platform Infrastructure and Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10313","PIE","PIE - Platform and Infrastructure Engineering (Enterprise)","software","Platform Infrastructure and Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10314","EDME","PIE- Enterprise Desktop and Mobility Engineering","software","Platform Infrastructure and Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","False","classic","False","{}",,
"10342","PP","PL Pilot","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","False","classic","False","{}",,
"10244","POP","Platform Monitoring & Production Operations","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10393","PLAQ","PLOS Asset Capture and Quoting","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10263","PODP","PO - Delivery Practice ","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10266","POOI","PO - Old Issues","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10265","POOE","PO - Operational Excellence","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
"10249","PO","PO - Product Operations Lane","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10264","PORT","PO - Reporting and Tools ","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10177","POS","Point of Sale","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10421","","False","classic","False","{}",,
"10151","PS","Power Systems","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10010","PSP","Practice Scrum Project","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412","","False","classic","False","{}",,
"10118","PCR","Present Customer Renewal","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10385","PAR","Product Architecture","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10199","TOPS","Production Services","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
"10386","PE","Productivity Engineering","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10186","CBRE","RC - Credit Bureau Reporting","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10330","CAD","RC - Custom Application Development","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10193","HRES","RC - Human Resources","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10329","CONT","RC - Internal Content","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10196","LAW","RC - Law Coding","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10328","RC","RC - Regulatory and Compliance Lane","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10331","REM","RC- Remediation","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408","","False","classic","False","{}",,
"10203","ROUT","Routing","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10251","SPI","SailPoint IdentityNow Implementation","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10140","SP1","Sample Project 1","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10141","SP2","Sample Project 2","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10197","SCOF","SCORE Offline","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10198","SCON","SCORE Online","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10137","SMI","Scrum Master Implementation","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424","","False","classic","False","{}",,
"10202","SCR","Secured Card","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10323","SE","Securitization","business","OTHER NON-ENG","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412","","False","classic","False","{}",,
"10158","SA","Security and Audit","software","OTHER NON-ENG","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10373","NOW","ServiceNow","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10269","SNOW","ServiceNow (Legacy)","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10974","SHP","Shared Platforms","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}","c1e5307d-d9a3-4217-b611-2a48c8b3ed56","c1e5307d-d9a3-4217-b611-2a48c8b3ed56"
"10200","SSR","Special Service Request","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10421","","False","classic","False","{}",,
"10366","STNRD","Standard Project Template","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404","","False","classic","False","{}",,
"10406","STAN","Strategy Analytics","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10169","DBEAN","SVC - ACT","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10362","SVCCOL","SVC - COL - Borrower Enablement","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10258","COL","SVC - Collections","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10418","","False","classic","False","{}",,
"10394","CTGR","SVC - Collections Tiger","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424","","False","classic","False","{}",,
"10002","MOB","SVC - Mobile","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","False","classic","False","{}",,
"10226","PA","SVC - Payments","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10247","SEN","SVC - Servicing Enhancements","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10277","SVC","SVC - Servicing Lane","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}",,
"10276","OAE","SVC ? Onboarding & Engagement","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10106","STKS","Synthetic Transactions, KPIS, and SLAs","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10343","TOE","T&OE Change Management","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10344","TOESAN","T&OE Sandbox","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10340","TCA","TCA - Technology Compliance and Architecture","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10293","TAC","Technical Advisory Council","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10152","TS","Technical Services","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10224","TE","Technology","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10310","TAM","Technology Asset Management","software","Technology Asset Management","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10401","TOKR","Technology OKRs","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10418","","False","classic","False","{}",,
"10138","OSO","Technology Operations Network Cloud Servers","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10610","","False","classic","False","{}",,
"10320","TOEP","Technology, Operations, & Engineering Portfolio Management","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"11040","CCT","Telephony - NICE MVP Pilot Implementation","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","False","classic","False","{}",,
"10408","TO","Test OKR","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10407","TP","Test Project","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10267","TPV","Test Project VT","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10384","TRIM","TRIM","software","Servicing","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10418","","False","classic","False","{}",,
"11106","TCET","TRIM - Completed Engineering Tasks","software","","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","False","classic","False","{}",,
"10357","UPT","UI Platform","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10420","","False","classic","False","{}",,
"10410","UN","Unified Customer Profile","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10125","UX","UX Design Team","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10167","UXR","UX Research","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"10159","WA","Web Administration","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"10156","WI","Web Infrastructure","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10322","WL","Whole Loans","business","OTHER NON-ENG","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
