"self","id","key","name","projectTypeKey","simplified","style","isPrivate","LeadAccountId","LeadDisplayName","LeadActive","description","issueTypes","url","projectKeys","InsightTotalIssueCount","InsightLastIssueUpdateTime","GeneratedAt"
"https://onemain-omfdirty.atlassian.net/rest/api/3/project/10292","10292","ORL","Originations","software","false","classic","false","6195177dc510bc006b32dc3a","Ted Kinsler","true","","Initiative (10116); Theme (10122); Epic (10000); Story (10006); Task (10007); Sub-task (10008); Bug (10009); Spike (10010); Objective (10188); Key Result (10189)","","ORL","","","2025-09-17T23:04:15.090Z"
