"Source Issue","Source URL","Target Issue","Target URL","Link Type","Direction","Linked To (Not Migrated)","Linked To URL","Reason","Action Required"
"EDME-3606","https://onemain.atlassian.net/browse/EDME-3606","EDME1-15","https://onemainfinancial-migrationsandbox.atlassian.net/browse/EDME1-15","Cloners","outward","EDME-3327","https://onemain.atlassian.net/browse/EDME-3327","Already exists (idempotency)","Manually create link when linked issue is migrated, or link to source instance"
"EDME-2797","https://onemain.atlassian.net/browse/EDME-2797","EDME1-19","https://onemainfinancial-migrationsandbox.atlassian.net/browse/EDME1-19","Blocks","inward","EDME-2795","https://onemain.atlassian.net/browse/EDME-2795","Already exists (idempotency)","Manually create link when linked issue is migrated, or link to source instance"
