"Type","Name","Value","Details","Timestamp"
"Summary","Export Scope","UNRESOLVED","Scope of issues exported","2025-10-16 08:45:38"
"Summary","Total Issues Exported","0","Total number of issues exported","2025-10-16 08:45:38"
"Summary","Key to ID Mappings","0","Issue key to ID mappings created","2025-10-16 08:45:38"
