"Id","Name","Description","Self","Levels","GeneratedAt"
"10000","DES: Simplified Issue Security Scheme","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuesecurityschemes/10000","","2025-09-23 15:35:34"
"10105","ODTEST: Simplified Issue Security Scheme",,"https://onemain-omfdirty.atlassian.net/rest/api/3/issuesecurityschemes/10105","","2025-09-23 15:35:34"
"10103","CYB: Simplified Issue Security Scheme",,"https://onemain-omfdirty.atlassian.net/rest/api/3/issuesecurityschemes/10103","","2025-09-23 15:35:34"
"10107","DIS: Simplified Issue Security Scheme",,"https://onemain-omfdirty.atlassian.net/rest/api/3/issuesecurityschemes/10107","","2025-09-23 15:35:34"
