"Id","Name","Description","Self","Levels","GeneratedAt"
"10000","DES: Simplified Issue Security Scheme","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuesecurityschemes/10000","","2025-09-20 04:27:41"
