"Self","Id","Name","Description","Owner","Jql","ViewUrl","SearchUrl","Favourite","FavouritedCount","SharePermissions","EditPermissions","IsWritable","SharedUsersCount","SubscriptionsCount","ApproximateLastUsed","GeneratedAt"
"https://onemain.atlassian.net/rest/api/3/filter/19039","19039","BK Pre 2022","","Ben Kreischer","created >= ""2000-01-01"" AND created <= ""2021-12-31"" ORDER BY created DESC","https://onemain.atlassian.net/issues/?filter=19039","https://onemain.atlassian.net/rest/api/3/search/jql?jql=created%20%3E%3D%20%222000-01-01%22%20AND%20created%20%3C%3D%20%222021-12-31%22%20ORDER%20BY%20created%20DESC","true","1","","","true","0","0","2025-09-13T12:17:58.136+0000","2025-09-24 16:06:04"
