"Self","Id","Name","Description","Owner","Jql","ViewUrl","SearchUrl","Favourite","FavouritedCount","SharePermissions","EditPermissions","IsWritable","SharedUsersCount","SubscriptionsCount","ApproximateLastUsed","GeneratedAt"
"https://onemain.atlassian.net/rest/api/3/filter/19035","19035","BK 2022","","Ben Kreischer","created >= ""2022-01-01"" AND created <= ""2022-12-31"" ORDER BY created DESC","https://onemain.atlassian.net/issues/?filter=19035","https://onemain.atlassian.net/rest/api/3/search/jql?jql=created%20%3E%3D%20%222022-01-01%22%20AND%20created%20%3C%3D%20%222022-12-31%22%20ORDER%20BY%20created%20DESC","true","1","","","true","0","0","2025-09-03T13:40:34.334+0000","2025-09-24 16:04:47"
"https://onemain.atlassian.net/rest/api/3/filter/19034","19034","BK 2023","","Ben Kreischer","created >= ""2023-01-01"" AND created <= ""2023-12-31"" ORDER BY created DESC","https://onemain.atlassian.net/issues/?filter=19034","https://onemain.atlassian.net/rest/api/3/search/jql?jql=created%20%3E%3D%20%222023-01-01%22%20AND%20created%20%3C%3D%20%222023-12-31%22%20ORDER%20BY%20created%20DESC","true","1","","","true","0","0","2025-09-03T09:53:07.455+0000","2025-09-24 16:04:47"
"https://onemain.atlassian.net/rest/api/3/filter/19033","19033","BK 2024","","Ben Kreischer","created >= ""2024-01-01"" AND created <= ""2024-12-31"" ORDER BY created DESC","https://onemain.atlassian.net/issues/?filter=19033","https://onemain.atlassian.net/rest/api/3/search/jql?jql=created%20%3E%3D%20%222024-01-01%22%20AND%20created%20%3C%3D%20%222024-12-31%22%20ORDER%20BY%20created%20DESC","true","1","","","true","0","0","2025-09-04T07:31:52.729+0000","2025-09-24 16:04:47"
"https://onemain.atlassian.net/rest/api/3/filter/19032","19032","BK 2025","","Ben Kreischer","created >= ""2025-01-01"" AND created <= ""2025-12-31"" ORDER BY created DESC","https://onemain.atlassian.net/issues/?filter=19032","https://onemain.atlassian.net/rest/api/3/search/jql?jql=created%20%3E%3D%20%222025-01-01%22%20AND%20created%20%3C%3D%20%222025-12-31%22%20ORDER%20BY%20created%20DESC","true","1","","","true","0","0","2025-09-13T12:18:20.392+0000","2025-09-24 16:04:47"
"https://onemain.atlassian.net/rest/api/3/filter/19039","19039","BK Pre 2022","","Ben Kreischer","created >= ""2000-01-01"" AND created <= ""2021-12-31"" ORDER BY created DESC","https://onemain.atlassian.net/issues/?filter=19039","https://onemain.atlassian.net/rest/api/3/search/jql?jql=created%20%3E%3D%20%222000-01-01%22%20AND%20created%20%3C%3D%20%222021-12-31%22%20ORDER%20BY%20created%20DESC","true","1","","","true","0","0","2025-09-13T12:17:58.136+0000","2025-09-24 16:04:47"
