"Self","Id","Name","Description","Levels","GeneratedAt"
"https://onemain.atlassian.net/rest/api/3/issuesecurityschemes/10000","10000","DES: Simplified Issue Security Scheme","","","2025-09-24 16:09:08"
"https://onemain.atlassian.net/rest/api/3/issuesecurityschemes/10105","10105","ODTEST: Simplified Issue Security Scheme","","","2025-09-24 16:09:08"
"https://onemain.atlassian.net/rest/api/3/issuesecurityschemes/10103","10103","CYB: Simplified Issue Security Scheme","","","2025-09-24 16:09:08"
"https://onemain.atlassian.net/rest/api/3/issuesecurityschemes/10107","10107","DIS: Simplified Issue Security Scheme","","","2025-09-24 16:09:08"
