"baseUrl","displayUrl","displayUrlServicedeskHelpCenter","displayUrlCSMHelpSeeker","displayUrlConfluence","version","versionNumbers","deploymentType","buildNumber","buildDate","serverTime","scmInfo","serverTitle","defaultLocale","serverTimeZone"
"https://onemain.atlassian.net","https://onemain.atlassian.net","https://onemain.atlassian.net","","https://onemain.atlassian.net","1001.0.0-SNAPSHOT","System.Object[]","Cloud","100290","2025-09-23T04:22:00.000-0500","2025-09-24T05:36:44.514-0500","33eff89cd9b8f5210dca7ff0623b043f4f15188f","OMF Jira","@{locale=en_US}","Etc/UTC"
