"BaseUrl","Version","VersionNumbers","DeploymentType","BuildNumber","BuildDate","ServerTime","ScmInfo","ServerTitle","HealthChecks","GeneratedAt"
"https://onemain.atlassian.net","1001.0.0-SNAPSHOT","1001.0.0","Cloud","100290","2025-09-23T04:22:00.000-0500","2025-09-24T05:36:29.286-0500","33eff89cd9b8f5210dca7ff0623b043f4f15188f","OMF Jira","","2025-09-24 06:36:27"
